DOE_SCHOOL_CODE	DEEWR_ID	SCHOOL_NAME	LEVEL_OF_ SCHOOLING	SCHOOL_SPECIALITY_TYPE	YEAR_RANGES	PRESCHOOL_INDICATOR	SCHOOL_GENDER	TEACHING_STAFF	NON_TEACHING_STAFF	TOTAL_ENROLMENTS	PHONE	SCHOOL_EMAIL	FAX	LGA	ELECTORATE	FEDERAL_ELECTORATE	ADDRESS	SUBURB	POSTCODE	LATITUDE	LONGITUDE
1415	9397	Bundarra Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	13	6	159.8	6723 7102	bundarra-c.School@det.nsw.edu.au	6723 7387	Uralla (A)	Northern Tablelands	New England	Bowline Street	Bundarra	2359	-30.168353	151.077625
1978	9399	Gilgai Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	2	61	6723 1309	gilgai-p.School@det.nsw.edu.au	6723 1481	Inverell (A)	Northern Tablelands	New England	Woodford Pl	Gilgai 	2360	-29.852694	151.115555
2100	9403	Gum Flat Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	31	6723 2883	gumflat-p.School@det.nsw.edu.au	6723 2928	Inverell (A)	Northern Tablelands	New England	958 Copeton Dam Rd	Gum Flat 	2360	-29.779563	150.979221
2209	9407	Inverell Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	20	6	418	6722 3072	inverell-p.School@det.nsw.edu.au	6722 4324	Inverell (A)	Northern Tablelands	New England	Henderson St	Inverell 	2360	-29.773135	151.123016
2997	9411	Ross Hill Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	35	8	682	6722 2475	rosshill-p.School@det.nsw.edu.au	6722 5806	Inverell (A)	Northern Tablelands	New England	Andrew St	Inverell	2360	-29.770176	151.103091
8122	16224	Inverell High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	48	16	622	6722 3777	inverell-h.School@det.nsw.edu.au	6722 5829	Inverell (A)	Northern Tablelands	New England	Brae St	Inverell 	2360	-29.765729	151.110782
8490	6437	Macintyre High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	43	10	483.4	6722 1555	macintyre-h.School@det.nsw.edu.au	6722 5831	Inverell (A)	Northern Tablelands	New England	Swanbrook Rd	Inverell	2360	-29.767546	151.129187
1066	9412	Ashford Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	14	9	175.2	6725 4101	ashford-c.School@det.nsw.edu.au	6725 4336	Inverell (A)	Northern Tablelands	New England	Albury St	Ashford 	2361	-29.321262	151.094638
1296	16154	Bonshaw Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	14	07 4653 5147	bonshaw-p.School@det.nsw.edu.au	07 4653 5232	Inverell (A)	Northern Tablelands	New England	Texas St	Bonshaw 	2361	-29.046366	151.278092
1098	9413	Bald Blair Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	39	6779 1578	baldblair-p.School@det.nsw.edu.au	6779 2060	Guyra (A)	Northern Tablelands	New England	Ebor Rd	Guyra 	2365	-30.229893	151.785056
1196	9414	Ben Lomond Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	8	6733 2001	benlomond-p.School@det.nsw.edu.au	6733 2104	Guyra (A)	Northern Tablelands	New England	Inn Rd	Ben Lomond 	2365	-30.017024	151.661287
1249	9415	Black Mountain Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	30	6775 0192	blackmtn-p.School@det.nsw.edu.au	6775 0228	Guyra (A)	Northern Tablelands	New England	815 Black Mountain Rd	Black Mountain 	2365	-30.308489	151.657688
2114	9416	Guyra Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	23	9	311	6779 1054	guyra-c.School@det.nsw.edu.au	6779 2035	Guyra (A)	Northern Tablelands	New England	Marne St	Guyra 	2365	-30.222577	151.677369
3218	9418	Tingha Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	6	4	74	6723 3437	tingha-p.School@det.nsw.edu.au	6723 3495	Guyra (A)	Northern Tablelands	New England	54 Ruby St	Tingha 	2369	-29.959145	151.213606
2005	9420	Glen Innes Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	21	5	397	6732 2577	gleninnes-p.School@det.nsw.edu.au	6732 1804	Glen Innes Severn (A)	Northern Tablelands	New England	Church St	Glen Innes 	2370	-29.735142	151.740989
2948	9422	Red Range Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	51	6734 2257	redrange-p.School@det.nsw.edu.au	6734 2202	Glen Innes Severn (A)	Northern Tablelands	New England	Grafton Street	Red Range	2370	-29.776132	151.897373
4556	16239	Wytaliba Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	10	6733 5353	wytaliba-p.School@det.nsw.edu.au	6733 5358	Glen Innes Severn (A)	Northern Tablelands	New England	Old Grafton Rd	Glen Innes 	2370	-29.691603	152.110359
5116	9421	Glen Innes West Infants School	Infants School	Comprehensive	Kinder to Year 2	N	Coed	1	2	42	6732 2459	gleninnesw-p.School@det.nsw.edu.au	6732 3360	Glen Innes Severn (A)	Northern Tablelands	New England	Coronation Ave	Glen Innes 	2370	-29.738734	151.723882
8114	9419	Glen Innes High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	37	9	483.2	6732 1322	gleninnes-h.School@det.nsw.edu.au	6732 1972	Glen Innes Severn (A)	Northern Tablelands	New England	Edwards St	Glen Innes 	2370	-29.744294	151.742487
1742	9423	Deepwater Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	0	2	13	6734 5395	deepwater-p.School@det.nsw.edu.au	6734 5407	Glen Innes Severn (A)	Northern Tablelands	New England	Young St	Deepwater 	2371	-29.442908	151.848086
1838	9424	Emmaville Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	8	4	82.2	6734 7235	emmaville-c.school@det.nsw.edu.au	6734 7492	Glen Innes Severn (A)	Northern Tablelands	New England	Park Rd	Emmaville 	2371	-29.446152	151.601669
2223	17437	Jennings Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	15	07 4684 3273	jennings-p.School@det.nsw.edu.au	07 4684 3354	Tenterfield (A)	Lismore	New England	29-31 Bushabers Rd	Jennings	2372	-28.927243	151.934357
3182	9428	The Sir Henry Parkes Memorial Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	6	276	6736 1401	sirhparkes-p.School@det.nsw.edu.au	6736 2898	Tenterfield (A)	Lismore	New England	75-79 Wood Street	Tenterfield	2372	-29.056081	152.026106
8358	9427	Tenterfield High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	25	8	256	6736 1138	tenterfiel-h.School@det.nsw.edu.au	6736 2899	Tenterfield (A)	Lismore	New England	89 High Street	Tenterfield	2372	-29.053727	152.016829
2660	9479	Mullaley Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	34	6743 7852	mullaley-p.School@det.nsw.edu.au	6743 7824	Gunnedah (A)	Tamworth	Parkes	Nombi St	Mullaley 	2379	-31.098657	149.906668
2109	9481	Gunnedah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	6	4	117	6742 2266	gunnedah-p.School@det.nsw.edu.au	6742 4309	Gunnedah (A)	Tamworth	Parkes	Bloomfield St	Gunnedah 	2380	-30.977491	150.256335
4018	9482	Gunnedah South Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	30	6	618	6742 1899	gunnedahs-p.School@det.nsw.edu.au	6742 4217	Gunnedah (A)	Tamworth	Parkes	Winder Place	Gunnedah 	2380	-30.991999	150.250486
5685	16186	G S Kidd Memorial School	Schools for Specific Purposes	Comprehensive	Medium / High Support needs	N	Coed	6	8	40	6741 5200	gskiddmem-s.School@det.nsw.edu.au	6742 4120	Gunnedah (A)	Tamworth	Parkes	37 Lincoln st	Gunnedah	2380	-30.991687	150.252499
8188	9480	Gunnedah High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	43	13	435	6742 0155	gunnedah-h.School@det.nsw.edu.au	6742 4429	Gunnedah (A)	Tamworth	Parkes	Marquis St	Gunnedah	2380	-30.982637	150.248768
1712	9484	Curlewis Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	1	38	6744 1239	curlewis-p.School@det.nsw.edu.au	6744 1213	Gunnedah (A)	Tamworth	Parkes	Goran St	Curlewis 	2381	-31.117149	150.263304
2900	9485	Premer Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	22	6744 2125	premer-p.School@det.nsw.edu.au	6744 2000	Liverpool Plains (A)	Upper Hunter	New England	Ellerslie St	Premer 	2381	-31.453553	149.900481
3156	9486	Tambar Springs Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	3	9	6744 2343	tambarspr-p.school@det.nsw.edu.au	6744 2400	Gunnedah (A)	Tamworth	Parkes	Mullaley-Coolah Rd	Tambar Springs 	2381	-31.348351	149.827874
1276	9487	Boggabri Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	119	6743 4526	boggabri-p.School@det.nsw.edu.au	6743 4276	Narrabri (A)	Barwon	Parkes	Merton St	Boggabri 	2382	-30.705682	150.043053
1894	9488	Fairfax Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	10	6794 4502	fairfax-p.School@det.nsw.edu.au	6794 4547	Narrabri (A)	Barwon	Parkes	Maules Creek	Maules Creek	2382	-30.493351	150.131265
1447	9491	Burren Junction Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	3	53	6796 1464	burrenjunc-p.School@det.nsw.edu.au	6796 1458	Walgett (A)	Barwon	Parkes	Alma St	Burren Junction 	2386	-30.102686	148.964703
3580	9492	Rowena Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	24	6796 5145	rowena-p.School@det.nsw.edu.au	6796 5271	Walgett (A)	Barwon	Parkes	Shaw St	Rowena 	2387	-29.81393	148.91249
2870	9493	Pilliga Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	10	6796 4338	pilliga-p.School@det.nsw.edu.au	6796 4376	Narrabri (A)	Barwon	Parkes	Dangar St	Pilliga 	2388	-30.352248	148.889152
3416	6412	Wee Waa Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	8	4	161	6795 4284	weewaa-p.School@det.nsw.edu.au	6795 3098	Narrabri (A)	Barwon	Parkes	Cowper St	Wee Waa 	2388	-30.223621	149.442587
8270	16292	Wee Waa High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	18	5	153	6795 4477	weewaa-h.School@det.nsw.edu.au	6795 3005	Narrabri (A)	Barwon	Parkes	Purcell Ave	Wee Waa 	2388	-30.219777	149.457028
2708	9494	Narrabri Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	17	8	414	6792 2246	narrabri-p.School@det.nsw.edu.au	6792 4160	Narrabri (A)	Barwon	Parkes	Barwan St	Narrabri 	2390	-30.324942	149.785252
2709	9495	Narrabri West Public School	Primary School	Comprehensive	Kinder to Year 6	Y	Coed	16	6	303	6792 2377	narrabriw-p.School@det.nsw.edu.au	6792 4395	Narrabri (A)	Barwon	Parkes	6 Cooma Rd	Narrabri 	2390	-30.344469	149.763906
8170	6409	Narrabri High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	46	14	587.2	6792 1633	narrabri-h.School@det.nsw.edu.au	6792 3934	Narrabri (A)	Barwon	Parkes	Gibbons St	Narrabri 	2390	-30.335548	149.78267
1237	16165	Binnaway Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	8	4	85.6	6844 1606	binnaway-c.School@det.nsw.edu.au	6844 1601	Warrumbungle Shire (A)	Barwon	Parkes	David St	Binnaway	2395	-31.552793	149.374951
1130	6402	Baradine Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	11	6	88.6	6843 1805	baradine-c.School@det.nsw.edu.au	6843 1751	Warrumbungle Shire (A)	Barwon	Parkes	Narren St	Baradine	2396	-30.950736	149.070198
1175	9496	Bellata Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	23	6793 7514	bellata-p.School@det.nsw.edu.au	6793 7462	Narrabri (A)	Barwon	Parkes	Gurley St	Bellata 	2397	-29.918659	149.796216
2827	9497	Pallamallawa Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	34	6754 9209	pallamalla-p.School@det.nsw.edu.au	6754 9435	Moree Plains (A)	Northern Tablelands	Parkes	Centre Street	Pallamallawa	2399	-29.473894	150.141464
2618	9501	Moree Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	38	9	576	6752 1913	moree-p.School@det.nsw.edu.au	6752 4016	Moree Plains (A)	Northern Tablelands	Parkes	Albert St	Moree 	2400	-29.466194	149.837564
4118	9500	Moree East Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	9	7	111	6752 1798	moreeeast-p.School@det.nsw.edu.au	6752 1553	Moree Plains (A)	Northern Tablelands	Parkes	Adelaide St	Moree 	2400	-29.476982	149.840238
4225	9502	Tulloona Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	#N/A	#N/A	NULL	6754 7160	tulloona-p.School@det.nsw.edu.au	6754 7180	Moree Plains (A)	Northern Tablelands	Parkes	Limebon Road Tulloona  NSW 2400	NULL	2400	-28.868872	150.1013
4228	9498	Bullarah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	16	6753 3111	bullarah-p.School@det.nsw.edu.au	6753 3103	Moree Plains (A)	Northern Tablelands	Parkes	6915 Gwydir Highway	Bullarah	2400	-29.470905	149.228908
4262	9499	Mallawa Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	11	6753 9520	mallawa-p.School@det.nsw.edu.au	6753 9526	Moree Plains (A)	Northern Tablelands	Parkes	Combadello-Poison Gate Rd	Moree 	2400	-29.645473	149.439183
5762	23773	Barwon Learning Centre	Schools for Specific Purposes	Comprehensive	Behaviour Disorder	N	Coed	2	6	17	6751 1573	Barwonlc-s.School@det.nsw.edu.au	6751 1569	Moree Plains (A)	Northern Tablelands	Parkes	Carol Ave	Moree	2400	-29.482103	149.842223
8325	6407	Moree Secondary College Albert St Campus	Secondary School	Senior College	Year 10 to Year 12	N	Coed	27	8	222	6752 1999	mscalberts-h.School@det.nsw.edu.au	6752 1626	Moree Plains (A)	Northern Tablelands	Parkes	Albert St	Moree 	2400	-29.46645	149.842344
8471	6405	Moree Secondary College Carol Ave Campus	Secondary School	Junior College	Year 7 to Year 9	N	Coed	30	13	245	67506500	msccarolav-h.School@det.nsw.edu.au	6752 5447	Moree Plains (A)	Northern Tablelands	Parkes	Carol Ave	Moree East	2400	-29.482075	149.840761
2068	9503	Gravesend Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	30	6729 7159	gravesend-p.School@det.nsw.edu.au	6729 7064	Gwydir (A)	Northern Tablelands	Parkes	Gwydir St	Gravesend 	2401	-29.585367	150.332417
3382	9505	Warialda Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	6	2	152	6729 1131	warialda-p.School@det.nsw.edu.au	6729 1190	Gwydir (A)	Northern Tablelands	Parkes	Hope St	Warialda 	2402	-29.541831	150.573638
8519	9504	Warialda High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	20	8	188.2	6729 1000	warialda-h.School@det.nsw.edu.au	6729 1760	Gwydir (A)	Northern Tablelands	Parkes	Apollo Ave	Warialda 	2402	-29.547875	150.574806
1747	9507	Delungra Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	2	33	6724 8407	delungra-p.School@det.nsw.edu.au	6724 8321	Inverell (A)	Northern Tablelands	New England	Wallangra St	Delungra 	2403	-29.650936	150.830977
1234	9506	Bingara Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	13	7	197.9	6724 1606	bingara-c.School@det.nsw.edu.au	6724 1927	Gwydir (A)	Northern Tablelands	New England	Finch St	Bingara 	2404	-29.866705	150.56725
1307	9508	Boomi Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	38	6753 5221	boomi-p.School@det.nsw.edu.au	6753 5332	Moree Plains (A)	Northern Tablelands	Parkes	Werrina Street	Boomi 	2405	-28.724129	149.577268
1956	9509	Garah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	13	6754 3218	garah-p.School@det.nsw.edu.au	6754 3245	Moree Plains (A)	Northern Tablelands	Parkes	Ashley & Benarba Sts	Garah 	2405	-29.077177	149.634928
2675	6408	Mungindi Central School	Central/Community School	Comprehensive	Kinder to Year 12	Y	Coed	13	5	67.4	6753 2207	mungindi-c.School@det.nsw.edu.au	6753 2346	Moree Plains (A)	Northern Tablelands	Parkes	Bucknell St	Mungindi 	2406	-28.9802	148.99085
2765	9511	North Star Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	32	07 4676 3128	northstar-p.School@det.nsw.edu.au	07 4676 3269	Gwydir (A)	Northern Tablelands	Parkes	Edward St	North Star 	2408	-28.926653	150.392891
1275	14959	Boggabilla Central School	Central/Community School	Comprehensive	Kinder to Year 12	Y	Coed	14	11	81	07 4676 2104	boggabilla-c.School@det.nsw.edu.au	07 4676 2442	Moree Plains (A)	Northern Tablelands	Parkes	South St	Boggabilla 	2409	-28.616586	150.361593
3239	9513	Toomelah Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	4	4	39	07 4676 2223	toomelah-p.School@det.nsw.edu.au	07 4676 2461	Moree Plains (A)	Northern Tablelands	Parkes	off Old Bruxner Hwy	Boggabilla 	2409	-28.670903	150.478952
3559	9514	Yetman Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	1	23	07 4675 3150	yetman-p.School@det.nsw.edu.au	07 4675 3102	Inverell (A)	Northern Tablelands	New England	Warialda St	Yetman 	2410	-28.902219	150.776261
3717	9517	Croppa Creek Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	15	6754 5215	croppacrk-p.School@det.nsw.edu.au	6754 5213	Gwydir (A)	Northern Tablelands	Parkes	Apsley Cres	Croppa Creek 	2411	-29.125234	150.309397
3126	9516	Stroud Road Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	11	4994 5276	stroudroad-p.School@det.nsw.edu.au	4994 5418	Great Lakes (A)	Upper Hunter	Lyne	Bucketts Way	Stroud Road 	2415	-32.347986	151.932369
1792	9519	Dungog Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	14	4	265	4992 1384	dungog-p.School@det.nsw.edu.au	4992 3150	Dungog (A)	Upper Hunter	Lyne	9 Chapman St	Dungog 	2420	-32.405233	151.757709
2493	9520	Martins Creek Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	6	4938 5239	martinscrk-p.School@det.nsw.edu.au	4938 5423	Dungog (A)	Upper Hunter	Lyne	Cook St	Martins Creek 	2420	-32.565996	151.623453
8472	9518	Dungog High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	47	16	676.1	4992 3022	dungog-h.School@det.nsw.edu.au	4992 3125	Dungog (A)	Upper Hunter	Lyne	126 Eloiza Street	Dungog	2420	-32.396819	151.750417
2844	9521	Paterson Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	96	4938 5114	paterson-p.School@det.nsw.edu.au	4938 5226	Dungog (A)	Upper Hunter	Lyne	Webbers Creek Rd	Paterson 	2421	-32.602294	151.612319
3321	9522	Vacy Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	4	110	4938 8153	vacy-p.School@det.nsw.edu.au	4938 8207	Dungog (A)	Upper Hunter	Lyne	786 Gresford Rd	Vacy 	2421	-32.54218	151.577555
1143	9523	Barrington Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	4	71	6558 4258	barrington-p.School@det.nsw.edu.au	6558 4216	Gloucester (A)	Upper Hunter	Lyne	1 Kenmore St	Barrington 	2422	-31.971159	151.911058
3119	9527	Stratford Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	3	13	6558 8234	stratford-p.School@det.nsw.edu.au	6558 8247	Gloucester (A)	Upper Hunter	Lyne	Bucketts Way	Stratford 	2422	-32.116885	151.93922
7303	9525	Gloucester Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	16	5	335	6558 1303	gloucester-p.School@det.nsw.edu.au	6558 1655	Gloucester (A)	Upper Hunter	Lyne	5 Hume St	Gloucester 	2422	-32.010211	151.961099
8371	9524	Gloucester High School	Secondary School	Comprehensive	Year 7 to Year 12	N	Coed	26	11	356	6558 1605	gloucester-h.School@det.nsw.edu.au	6558 1229	Gloucester (A)	Upper Hunter	Lyne	Ravenshaw St	Gloucester 	2422	-32.016661	151.959556
1402	6431	Bulahdelah Central School	Central/Community School	Comprehensive	Kinder to Year 12	N	Coed	40	14	394.8	4997 4329	bulahdelah-c.school@det.nsw.edu.au	4997 4512	Great Lakes (A)	Myall Lakes	Lyne	8 Meade Street	Bulahdelah 	2423	-32.413374	152.211848
1424	9529	Bungwahl Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	35	4997 6175	bungwahl-p.School@det.nsw.edu.au	4997 6306	Great Lakes (A)	Myall Lakes	Lyne	56 Seal Rocks Road	Bungwahl	2423	-32.389144	152.448558
1627	9530	Coolongolook Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	2	2	30	4997 7183	coolongolo-p.School@det.nsw.edu.au	4997 7232	Great Lakes (A)	Myall Lakes	Lyne	Pacific Hwy	Coolongolook 	2423	-32.222798	152.318838
2637	9531	Mount George Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	1	2	25	6550 6555	mtgeorge-p.School@det.nsw.edu.au	6550 6417	Greater Taree (C)	Myall Lakes	Lyne	Nowendoc Rd	Mount George 	2424	-31.880982	152.179633
1311	9532	Booral Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	3	3	68	4994 9266	booral-p.School@det.nsw.edu.au	4994 9102	Great Lakes (A)	Upper Hunter	Lyne	2800 Bucketts Way	Booral 	2425	-32.471428	151.960736
3125	9533	Stroud Public School	Primary School	Comprehensive	Kinder to Year 6	N	Coed	5	3	101	4994 5255	stroud-p.School@det.nsw.edu.au	4994 5408	Great Lakes (A)	Upper Hunter	Lyne	Erin St	Stroud 	2425	-32.402533	151.964239
